"jahr";"nr";"gemeinde";"konto";"funktion";"betrag"
"2016";"183901";"Chur";"100";"";"50127197.07"
"2016";"183901";"Chur";"101";"";"22859317.13"
"2016";"183901";"Chur";"102";"";"2000000.00"
"2016";"183901";"Chur";"104";"";"18262464.50"
"2016";"183901";"Chur";"106";"";"465172.51"
"2016";"183901";"Chur";"107";"";"26268040.12"
"2016";"183901";"Chur";"108";"";"422346795.69"
"2016";"183901";"Chur";"140";"";"101567708.58"
"2016";"183901";"Chur";"142";"";"509655.60"
"2016";"183901";"Chur";"144";"";"40250000.00"
"2016";"183901";"Chur";"145";"";"63473474.00"
"2016";"183901";"Chur";"200";"";"33816205.53"
"2016";"183901";"Chur";"204";"";"4547626.25"
"2016";"183901";"Chur";"205";"";"2866003.70"
"2016";"183901";"Chur";"206";"";"198000000.00"
"2016";"183901";"Chur";"208";"";"1823000.00"
"2016";"183901";"Chur";"209";"";"34081.90"
"2016";"183901";"Chur";"290";"";"18558812.64"
"2016";"183901";"Chur";"299";"";"488484095.18"
"2016";"183901";"Chur";"300";"01";"1037405.00"
"2016";"183901";"Chur";"300";"02";"13117.30"
"2016";"183901";"Chur";"300";"23";"6526.20"
"2016";"183901";"Chur";"300";"32";"12004.40"
"2016";"183901";"Chur";"300";"81";"3200.00"
"2016";"183901";"Chur";"301";"01";"2851.06"
"2016";"183901";"Chur";"301";"02";"7708754.38"
"2016";"183901";"Chur";"301";"11";"8065901.82"
"2016";"183901";"Chur";"301";"14";"2734422.46"
"2016";"183901";"Chur";"301";"15";"451877.70"
"2016";"183901";"Chur";"301";"16";"27053.05"
"2016";"183901";"Chur";"301";"21";"4238880.23"
"2016";"183901";"Chur";"301";"23";"2212668.12"
"2016";"183901";"Chur";"301";"32";"175059.65"
"2016";"183901";"Chur";"301";"34";"4407437.74"
"2016";"183901";"Chur";"301";"43";"758143.84"
"2016";"183901";"Chur";"301";"53";"35685.05"
"2016";"183901";"Chur";"301";"54";"2149414.93"
"2016";"183901";"Chur";"301";"57";"2125016.11"
"2016";"183901";"Chur";"301";"61";"3784639.41"
"2016";"183901";"Chur";"301";"73";"85000.00"
"2016";"183901";"Chur";"301";"77";"7986.00"
"2016";"183901";"Chur";"301";"79";"852517.68"
"2016";"183901";"Chur";"301";"81";"181900.00"
"2016";"183901";"Chur";"301";"82";"613131.87"
"2016";"183901";"Chur";"301";"85";"96807.07"
"2016";"183901";"Chur";"301";"96";"22248.50"
"2016";"183901";"Chur";"302";"21";"29865836.15"
"2016";"183901";"Chur";"302";"23";"15567936.75"
"2016";"183901";"Chur";"304";"11";"76115.14"
"2016";"183901";"Chur";"304";"14";"2444.70"
"2016";"183901";"Chur";"304";"15";"19135.45"
"2016";"183901";"Chur";"304";"34";"12911.92"
"2016";"183901";"Chur";"304";"43";"1137.10"
"2016";"183901";"Chur";"304";"61";"28916.87"
"2016";"183901";"Chur";"304";"77";"2391.60"
"2016";"183901";"Chur";"304";"82";"13595.55"
"2016";"183901";"Chur";"305";"01";"198101.79"
"2016";"183901";"Chur";"305";"02";"1201417.65"
"2016";"183901";"Chur";"305";"11";"1433965.37"
"2016";"183901";"Chur";"305";"14";"373605.66"
"2016";"183901";"Chur";"305";"15";"142242.86"
"2016";"183901";"Chur";"305";"16";"2882.15"
"2016";"183901";"Chur";"305";"21";"6137976.32"
"2016";"183901";"Chur";"305";"23";"3309025.92"
"2016";"183901";"Chur";"305";"32";"26834.21"
"2016";"183901";"Chur";"305";"34";"752965.17"
"2016";"183901";"Chur";"305";"43";"136611.12"
"2016";"183901";"Chur";"305";"53";"6297.35"
"2016";"183901";"Chur";"305";"54";"325230.82"
"2016";"183901";"Chur";"305";"57";"372916.63"
"2016";"183901";"Chur";"305";"61";"722067.64"
"2016";"183901";"Chur";"305";"73";"15000.00"
"2016";"183901";"Chur";"305";"77";"268.85"
"2016";"183901";"Chur";"305";"79";"163078.46"
"2016";"183901";"Chur";"305";"81";"32100.00"
"2016";"183901";"Chur";"305";"82";"108946.03"
"2016";"183901";"Chur";"305";"85";"20374.59"
"2016";"183901";"Chur";"305";"96";"1771.05"
"2016";"183901";"Chur";"309";"01";"3726.57"
"2016";"183901";"Chur";"309";"02";"341305.60"
"2016";"183901";"Chur";"309";"11";"341202.11"
"2016";"183901";"Chur";"309";"14";"8019.79"
"2016";"183901";"Chur";"309";"15";"20235.12"
"2016";"183901";"Chur";"309";"16";"196667.20"
"2016";"183901";"Chur";"309";"21";"149994.32"
"2016";"183901";"Chur";"309";"23";"125772.42"
"2016";"183901";"Chur";"309";"32";"53.52"
"2016";"183901";"Chur";"309";"34";"67703.95"
"2016";"183901";"Chur";"309";"43";"1182.51"
"2016";"183901";"Chur";"309";"54";"13665.61"
"2016";"183901";"Chur";"309";"57";"7144.75"
"2016";"183901";"Chur";"309";"61";"9007.85"
"2016";"183901";"Chur";"309";"79";"1823.49"
"2016";"183901";"Chur";"309";"82";"4686.78"
"2016";"183901";"Chur";"309";"85";"90.51"
"2016";"183901";"Chur";"310";"01";"67892.44"
"2016";"183901";"Chur";"310";"02";"287514.07"
"2016";"183901";"Chur";"310";"11";"155597.66"
"2016";"183901";"Chur";"310";"14";"24745.89"
"2016";"183901";"Chur";"310";"15";"28337.13"
"2016";"183901";"Chur";"310";"16";"6764.55"
"2016";"183901";"Chur";"310";"21";"1354569.04"
"2016";"183901";"Chur";"310";"23";"361854.43"
"2016";"183901";"Chur";"310";"32";"8566.23"
"2016";"183901";"Chur";"310";"34";"452238.80"
"2016";"183901";"Chur";"310";"43";"63763.74"
"2016";"183901";"Chur";"310";"54";"328171.64"
"2016";"183901";"Chur";"310";"57";"23293.93"
"2016";"183901";"Chur";"310";"61";"664795.49"
"2016";"183901";"Chur";"310";"62";"2409.12"
"2016";"183901";"Chur";"310";"73";"325208.78"
"2016";"183901";"Chur";"310";"74";"8053.32"
"2016";"183901";"Chur";"310";"77";"4153.70"
"2016";"183901";"Chur";"310";"79";"138.14"
"2016";"183901";"Chur";"310";"81";"26961.92"
"2016";"183901";"Chur";"310";"82";"91179.55"
"2016";"183901";"Chur";"310";"84";"7682.07"
"2016";"183901";"Chur";"310";"85";"1109.18"
"2016";"183901";"Chur";"310";"96";"5768.12"
"2016";"183901";"Chur";"311";"01";"2574.53"
"2016";"183901";"Chur";"311";"02";"585212.16"
"2016";"183901";"Chur";"311";"11";"568356.82"
"2016";"183901";"Chur";"311";"14";"63316.15"
"2016";"183901";"Chur";"311";"15";"132539.58"
