"jahr";"nr";"gemeinde";"konto";"funktion";"betrag"
"2015";"132831";"Pratteln";"100";"";"20149246.90"
"2015";"132831";"Pratteln";"101";"";"15943072.78"
"2015";"132831";"Pratteln";"104";"";"6781949.55"
"2015";"132831";"Pratteln";"106";"";"492074.60"
"2015";"132831";"Pratteln";"107";"";"60253.00"
"2015";"132831";"Pratteln";"108";"";"57374733.00"
"2015";"132831";"Pratteln";"140";"";"18728422.93"
"2015";"132831";"Pratteln";"142";"";"294791.87"
"2015";"132831";"Pratteln";"144";"";"1164400.00"
"2015";"132831";"Pratteln";"200";"";"4769883.19"
"2015";"132831";"Pratteln";"204";"";"1291032.34"
"2015";"132831";"Pratteln";"205";"";"889319.00"
"2015";"132831";"Pratteln";"206";"";"23440000.00"
"2015";"132831";"Pratteln";"208";"";"9211281.65"
"2015";"132831";"Pratteln";"290";"";"20792629.42"
"2015";"132831";"Pratteln";"293";"";"35694285.93"
"2015";"132831";"Pratteln";"296";"";"16375252.03"
"2015";"132831";"Pratteln";"299";"";"8525261.07"
"2015";"132831";"Pratteln";"300";"01";"418564.90"
"2015";"132831";"Pratteln";"300";"14";"423.00"
"2015";"132831";"Pratteln";"300";"16";"17474.40"
"2015";"132831";"Pratteln";"300";"21";"15306.15"
"2015";"132831";"Pratteln";"300";"32";"120.00"
"2015";"132831";"Pratteln";"300";"33";"705.00"
"2015";"132831";"Pratteln";"300";"34";"8994.90"
"2015";"132831";"Pratteln";"300";"54";"507.60"
"2015";"132831";"Pratteln";"300";"57";"15710.70"
"2015";"132831";"Pratteln";"300";"75";"1776.60"
"2015";"132831";"Pratteln";"300";"77";"641.55"
"2015";"132831";"Pratteln";"300";"79";"1325.40"
"2015";"132831";"Pratteln";"300";"81";"3850.55"
"2015";"132831";"Pratteln";"301";"02";"2830449.15"
"2015";"132831";"Pratteln";"301";"11";"446558.05"
"2015";"132831";"Pratteln";"301";"14";"680178.85"
"2015";"132831";"Pratteln";"301";"15";"478289.75"
"2015";"132831";"Pratteln";"301";"16";"85910.90"
"2015";"132831";"Pratteln";"301";"21";"1181146.10"
"2015";"132831";"Pratteln";"301";"29";"51970.35"
"2015";"132831";"Pratteln";"301";"33";"163625.00"
"2015";"132831";"Pratteln";"301";"34";"1024667.10"
"2015";"132831";"Pratteln";"301";"43";"15491.60"
"2015";"132831";"Pratteln";"301";"53";"17413.95"
"2015";"132831";"Pratteln";"301";"55";"61396.70"
"2015";"132831";"Pratteln";"301";"57";"1217836.50"
"2015";"132831";"Pratteln";"301";"61";"1820633.02"
"2015";"132831";"Pratteln";"301";"72";"165085.58"
"2015";"132831";"Pratteln";"301";"73";"135745.00"
"2015";"132831";"Pratteln";"301";"77";"158898.65"
"2015";"132831";"Pratteln";"302";"21";"11819185.75"
"2015";"132831";"Pratteln";"303";"02";"77534.25"
"2015";"132831";"Pratteln";"303";"14";"54775.75"
"2015";"132831";"Pratteln";"303";"21";"19359.60"
"2015";"132831";"Pratteln";"303";"34";"200216.70"
"2015";"132831";"Pratteln";"303";"57";"104451.15"
"2015";"132831";"Pratteln";"303";"61";"21648.60"
"2015";"132831";"Pratteln";"304";"02";"276.00"
