"Bezirk (>>) / Gemeinde (......)","Fläche Total 2013/18","-10 Künstlich angelegte Flächen 2013/18",">>10.11 Befestigte Flächen 2013/18",">>10.12 Gebäude 2013/18",">>10.13 Treibhäuser 2013/18",">>10.14 Beetstrukturen 2013/18",">>10.15 Rasen 2013/18",">>10.16 Bäume auf künstlich angelegten Flächen 2013/18",">>10.17 Gemischte Kleinstrukturen 2013/18","-20 Gras-, Krautvegetation 2013/18",">>20.21 Gras-, Krautvegetation 2013/18","-30 Gebüschvegetation 2013/18",">>30.31 Gebüsch 2013/18",">>30.32 Verbuschte Flächen 2013/18",">>30.33 Niederstammobst 2013/18",">>30.34 Reben 2013/18",">>30.35 Gärtnerische Dauerkulturen 2013/18","-40 Baumvegetation 2013/18",">>40.41 Geschlossene Baumbestände 2013/18",">>40.42 Waldecken 2013/18",">>40.43 Waldstreifen 2013/18",">>40.44 Aufgelöste Baumbestände 2013/18",">>40.45 Gebüschwaldbestände 2013/18",">>40.46 Lineare Baumbestände 2013/18",">>40.47 Baumgruppen 2013/18","-50 Vegetationslose Flächen 2013/18",">>50.51 Anstehender Fels 2013/18",">>50.52 Lockergestein 2013/18",">>50.53 Versteinte Flächen 2013/18","-60 Wasser und Feuchtflächen 2013/18",">>60.61 Wasser 2013/18",">>60.62 Gletscher, Firn 2013/18",">>60.63 Nassstandorte 2013/18",">>60.64 Schilfbestände 2013/18"
"5425",2502,129,87,21,0,2,13,4,2,963,963,66,42,24,0,0,0,1282,905,1,15,254,0,22,85,60,0,32,28,2,2,0,0,0
"5426",179,52,12,4,0,3,25,6,2,35,35,42,0,0,0,42,0,49,38,2,0,0,0,4,5,0,0,0,0,1,1,0,0,0
"5427",268,51,26,4,0,0,11,8,2,94,94,98,0,1,26,71,0,22,9,1,2,0,0,3,7,3,0,2,1,0,0,0,0,0
"5428",1890,97,60,10,0,2,20,4,1,600,600,18,14,3,0,0,1,1167,1057,4,4,63,0,11,28,5,0,5,0,3,0,0,2,1
"5431",1105,16,13,1,0,1,1,0,0,516,516,19,17,2,0,0,0,543,449,0,4,62,0,11,17,5,0,3,2,6,1,0,5,0
"5435",812,35,20,6,0,0,5,1,3,369,369,54,20,1,0,33,0,344,308,0,5,9,0,7,15,4,0,1,3,6,6,0,0,0
"5436",304,13,9,2,0,2,0,0,0,171,171,4,4,0,0,0,0,116,98,1,4,4,0,5,4,0,0,0,0,0,0,0,0,0
"5437",369,15,9,0,0,3,3,0,0,166,166,5,3,2,0,0,0,173,156,1,5,1,0,5,5,8,0,7,1,2,1,0,1,0
"5474",678,28,20,5,0,0,1,2,0,503,503,4,2,0,1,0,1,131,89,2,12,1,0,9,18,10,0,7,3,2,1,0,1,0
"5475",266,16,11,1,0,0,4,0,0,181,181,2,1,0,0,0,1,65,58,0,4,0,0,1,2,0,0,0,0,2,2,0,0,0
"5476",382,15,9,2,0,1,2,0,1,291,291,3,2,0,1,0,0,72,60,1,2,1,0,4,4,0,0,0,0,1,1,0,0,0
"5477",824,110,47,24,0,3,19,9,8,496,496,7,5,1,1,0,0,200,162,1,7,0,0,13,17,10,0,6,4,1,1,0,0,0
"5479",706,30,20,6,0,1,3,0,0,448,448,4,3,1,0,0,0,221,190,0,3,5,0,14,9,2,0,1,1,1,1,0,0,0
"5481",307,13,7,3,0,1,2,0,0,205,205,4,2,2,0,0,0,71,64,0,2,0,0,2,3,13,0,12,1,1,1,0,0,0
"5482",583,95,54,22,0,2,9,4,4,303,303,8,2,1,0,1,4,155,115,2,10,7,0,9,12,16,0,10,6,6,4,0,1,1
"5483",320,25,15,5,1,0,2,2,0,158,158,1,1,0,0,0,0,131,105,2,5,4,0,10,5,2,0,1,1,3,2,0,1,0
"5484",548,42,25,9,0,2,6,0,0,417,417,12,2,1,0,7,2,71,47,1,5,2,0,5,11,5,0,5,0,1,1,0,0,0
"5485",564,27,15,4,0,3,4,1,0,375,375,20,14,1,5,0,0,139,116,1,1,2,0,7,12,3,0,3,0,0,0,0,0,0
"5486",1626,73,41,11,0,1,14,5,1,783,783,38,36,2,0,0,0,721,619,2,6,28,0,17,49,10,0,4,6,1,0,0,1,0
"5488",47,4,2,1,0,0,1,0,0,37,37,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
"5490",667,15,7,4,0,1,1,1,1,277,277,2,1,1,0,0,0,372,324,1,4,28,0,7,8,0,0,0,0,1,0,0,1,0
"5491",1981,51,39,6,0,1,4,1,0,875,875,20,17,3,0,0,0,1029,879,2,32,51,0,30,35,4,0,1,3,2,0,0,2,0
"5492",2595,76,51,8,0,1,15,1,0,956,956,25,18,7,0,0,0,1483,1115,3,13,233,0,25,94,53,2,5,46,2,2,0,0,0
"5493",551,29,19,5,1,2,2,0,0,423,423,5,3,2,0,0,0,86,72,2,3,2,0,3,4,5,0,5,0,3,2,0,0,1
"5497",445,42,23,5,0,1,5,4,4,308,308,2,2,0,0,0,0,89,51,0,5,0,0,16,17,2,2,0,0,2,1,0,0,1
"5498",772,85,44,10,1,3,17,8,2,360,360,16,6,2,0,3,5,299,257,0,9,10,0,15,8,9,1,8,0,3,2,0,0,1
"5499",394,26,14,3,0,2,4,1,2,339,339,6,0,0,6,0,0,23,20,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
"5621",390,57,40,14,0,0,1,2,0,257,257,16,4,4,2,6,0,56,44,0,6,1,0,2,3,4,0,2,2,0,0,0,0,0
"5622",294,40,18,4,6,2,3,3,4,172,172,28,9,0,4,15,0,52,42,0,0,5,0,3,2,2,0,1,1,0,0,0,0,0
"5623",215,47,17,3,0,0,14,8,5,72,72,13,1,0,4,8,0,75,60,0,5,2,0,3,5,5,0,4,1,3,3,0,0,0
"5628",87,13,8,0,0,1,3,1,0,40,40,22,1,0,1,20,0,11,2,0,1,0,0,2,6,0,0,0,0,1,1,0,0,0
"5629",102,8,6,0,0,0,2,0,0,77,77,4,0,0,1,3,0,13,4,0,4,0,0,3,2,0,0,0,0,0,0,0,0,0
"5631",329,34,18,5,0,0,6,4,1,226,226,48,0,0,11,37,0,21,4,0,1,1,0,6,9,0,0,0,0,0,0,0,0,0
"5632",170,76,43,8,2,2,12,8,1,51,51,28,1,0,12,11,4,14,7,0,2,0,0,3,2,0,0,0,0,1,1,0,0,0
"5633",386,104,45,16,2,3,14,12,12,182,182,29,1,2,13,12,1,70,54,0,5,0,0,7,4,0,0,0,0,1,1,0,0,0
"5634",1326,118,57,18,1,3,19,15,5,987,987,78,2,0,13,63,0,138,67,2,14,7,0,27,21,3,0,2,1,2,0,0,1,1
"5636",490,121,63,29,0,2,20,5,2,185,185,141,1,2,95,43,0,39,28,0,3,1,0,4,3,4,0,4,0,0,0,0,0,0
"5637",397,59,31,9,0,0,13,3,3,244,244,67,2,1,19,45,0,22,6,0,7,0,0,6,3,1,0,1,0,4,1,0,1,2
"5638",371,112,52,17,6,1,10,15,11,188,188,36,3,0,0,33,0,34,15,0,6,1,0,9,3,1,0,1,0,0,0,0,0,0
"5639",203,39,19,2,0,2,8,7,1,93,93,36,1,0,9,26,0,34,22,0,2,2,0,5,3,1,0,1,0,0,0,0,0,0
"5640",236,31,9,7,0,2,8,3,2,147,147,25,2,1,7,15,0,31,20,1,7,0,0,2,1,0,0,0,0,2,2,0,0,0
"5642",387,255,114,35,0,5,56,36,9,45,45,43,3,0,5,35,0,41,5,2,4,1,0,20,9,1,0,1,0,2,2,0,0,0
"5643",185,110,47,21,0,2,21,11,8,47,47,9,0,0,5,4,0,13,2,0,2,0,0,7,2,5,0,5,0,1,1,0,0,0
"5645",171,28,16,3,0,1,1,4,3,103,103,11,1,2,4,4,0,28,22,0,0,1,0,4,1,1,0,0,1,0,0,0,0,0
"5646",553,195,83,26,3,13,35,26,9,221,221,74,7,0,31,36,0,55,26,1,7,2,0,9,10,5,0,5,0,3,2,0,1,0
"5649",157,80,44,15,0,3,9,6,3,31,31,17,1,1,15,0,0,21,3,0,3,1,0,11,3,8,0,7,1,0,0,0,0,0
"5650",210,18,13,1,0,1,1,1,1,156,156,4,1,0,0,3,0,32,18,0,3,1,0,5,5,0,0,0,0,0,0,0,0,0
"5652",308,22,10,4,0,1,5,1,1,195,195,33,0,0,16,17,0,58,39,0,3,2,0,9,5,0,0,0,0,0,0,0,0,0
"5653",216,36,8,6,0,0,9,7,6,103,103,45,0,1,15,29,0,31,19,0,0,1,0,8,3,1,0,1,0,0,0,0,0,0
"5654",682,43,23,10,0,4,4,2,0,546,546,24,1,0,12,11,0,68,40,1,11,0,0,8,8,0,0,0,0,1,1,0,0,0
"5655",952,67,35,6,4,3,8,5,6,445,445,78,19,0,2,57,0,359,309,0,9,8,0,15,18,3,0,0,3,0,0,0,0,0
"5656",3304,211,124,31,0,5,25,12,14,1922,1922,70,32,11,7,18,2,1086,973,3,18,25,0,37,30,7,0,5,2,8,1,0,6,1
"5851",260,51,33,3,0,0,9,3,3,68,68,85,0,0,30,55,0,50,38,0,4,0,0,3,5,3,0,3,0,3,1,0,0,2
"-2228",30740,3629,1657,514,7,43,776,461,171,11292,11292,1663,153,81,306,1092,31,13924,11334,42,295,1199,0,394,660,147,2,91,54,85,23,0,42,20
"5429",948,25,17,2,0,0,4,1,1,376,376,7,7,0,0,0,0,533,479,1,6,24,0,14,9,4,0,2,2,3,0,0,0,3
"5430",1194,35,24,5,0,0,3,2,1,365,365,22,21,1,0,0,0,765,662,1,6,47,0,17,32,6,0,2,4,1,0,0,1,0
"5434",1232,69,33,8,0,1,14,11,2,209,209,7,3,4,0,0,0,943,881,0,8,29,0,12,13,4,1,1,2,0,0,0,0,0
"5701",209,14,7,2,0,0,1,4,0,143,143,17,2,2,3,10,0,34,21,1,6,0,0,5,1,1,0,1,0,0,0,0,0,0
"5702",5187,135,68,15,0,2,30,16,4,1288,1288,53,36,17,0,0,0,3675,2725,3,32,674,0,42,199,26,1,10,15,10,0,0,10,0
"5703",2082,71,35,9,0,0,11,11,5,715,715,36,25,11,0,0,0,1251,1024,3,31,126,0,13,54,7,0,3,4,2,1,0,0,1
"5704",480,67,34,7,0,0,10,13,3,223,223,101,0,1,1,99,0,86,63,0,6,4,0,6,7,2,0,2,0,1,1,0,0,0
"5705",243,32,12,7,0,0,6,4,3,137,137,3,1,0,0,2,0,71,57,0,5,1,0,5,3,0,0,0,0,0,0,0,0,0
"5706",196,39,19,5,0,1,7,6,1,137,137,15,0,0,9,6,0,5,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"5707",286,53,33,7,0,0,4,7,2,178,178,3,1,2,0,0,0,36,33,1,0,0,0,1,1,1,0,1,0,15,1,0,6,8
"5708",213,25,6,5,0,0,7,3,4,103,103,5,0,0,5,0,0,79,73,0,2,2,0,0,2,0,0,0,0,1,1,0,0,0
"5709",1056,96,35,5,0,1,39,11,5,397,397,8,1,6,0,0,1,542,497,0,6,17,0,8,14,9,0,2,7,4,0,0,4,0
"5710",296,35,24,3,0,0,4,3,1,179,179,30,1,0,0,29,0,50,30,1,6,0,0,8,5,1,0,1,0,1,0,0,0,1
"5711",653,119,41,19,0,2,25,19,13,342,342,46,2,0,23,21,0,134,114,0,4,6,0,5,5,7,0,7,0,5,1,0,3,1
"5712",184,123,42,16,0,1,33,21,10,44,44,10,1,0,2,7,0,7,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"5713",429,103,42,8,0,0,30,19,4,225,225,20,1,1,0,18,0,75,53,0,7,1,0,9,5,6,0,5,1,0,0,0,0,0
"5714",202,40,19,8,0,1,10,2,0,126,126,11,0,0,9,2,0,25,13,0,4,1,0,3,4,0,0,0,0,0,0,0,0,0
"5715",405,59,39,8,1,0,5,4,2,258,258,52,0,1,24,27,0,36,18,0,7,0,0,9,2,0,0,0,0,0,0,0,0,0
"5716",236,44,25,9,0,0,8,2,0,156,156,14,0,0,5,9,0,19,13,0,3,1,0,1,1,2,0,2,0,1,0,0,0,1
"5717",477,159,58,20,0,0,45,19,17,199,199,97,0,1,47,48,1,17,6,1,0,0,0,4,6,5,0,5,0,0,0,0,0,0
"5718",486,86,31,16,1,2,18,9,9,190,190,24,2,0,1,6,15,182,144,1,13,3,0,17,4,3,0,1,2,1,0,0,1,0
"5719",1259,77,27,14,0,0,20,15,1,409,409,10,5,4,0,0,1,755,610,7,12,53,0,13,60,8,0,3,5,0,0,0,0,0
"5720",394,53,22,8,0,0,9,9,5,156,156,11,0,1,1,8,1,173,156,0,2,6,0,8,1,1,0,1,0,0,0,0,0,0
"5721",836,310,127,54,3,6,74,40,6,295,295,74,1,2,21,49,1,143,108,4,8,2,0,10,11,11,0,11,0,3,3,0,0,0
"5722",255,18,9,1,0,2,3,3,0,196,196,34,0,0,28,6,0,7,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0
"5723",351,111,45,11,0,3,22,22,8,104,104,10,2,1,7,0,0,123,103,0,7,0,0,8,5,0,0,0,0,3,2,0,0,1
"5724",687,352,173,66,0,3,55,46,9,209,209,53,3,0,15,35,0,62,28,0,7,0,0,19,8,9,0,9,0,2,2,0,0,0
"5725",605,167,65,21,0,3,49,25,4,315,315,23,1,0,12,10,0,94,56,2,10,2,0,15,9,2,0,2,0,4,3,0,0,1
"5726",1656,62,41,5,0,0,9,4,3,557,557,9,3,6,0,0,0,1014,826,1,16,104,0,7,60,10,0,2,8,4,1,0,3,0
"5727",2427,112,58,15,0,0,20,16,3,667,667,15,4,11,0,0,0,1618,1416,6,22,73,0,38,63,7,0,6,1,8,1,0,7,0
"5728",193,33,20,7,1,1,1,3,0,119,119,33,0,0,18,14,1,7,1,0,2,0,0,4,0,1,0,0,1,0,0,0,0,0
"5729",178,71,28,8,1,0,20,9,5,67,67,12,0,0,12,0,0,26,22,0,1,0,0,2,1,2,0,2,0,0,0,0,0,0
"5730",585,75,37,11,0,0,12,8,7,287,287,15,8,1,0,3,3,205,181,0,4,3,0,12,5,2,0,2,0,1,1,0,0,0
"5731",313,63,23,7,0,0,12,17,4,148,148,2,1,0,0,0,1,100,77,2,4,3,0,8,6,0,0,0,0,0,0,0,0,0
"5732",152,37,21,6,0,1,6,1,2,48,48,20,0,1,9,10,0,47,28,0,7,1,0,8,3,0,0,0,0,0,0,0,0,0
"5852",180,31,15,2,0,0,12,2,0,89,89,38,0,0,9,29,0,22,11,1,3,0,0,2,5,0,0,0,0,0,0,0,0,0
"5853",340,39,20,5,0,1,7,5,1,151,151,41,3,1,2,35,0,108,97,2,1,1,0,5,2,1,0,1,0,0,0,0,0,0
"5854",569,33,22,4,0,1,2,2,2,330,330,7,7,0,0,0,0,189,173,0,2,5,0,8,1,1,0,1,0,9,0,0,6,3
"5855",163,46,16,6,0,0,11,8,5,61,61,27,0,0,7,20,0,28,21,2,0,0,0,3,2,1,0,1,0,0,0,0,0,0
"5856",701,51,21,11,0,1,14,2,2,417,417,71,5,1,0,65,0,161,122,2,5,4,0,13,15,1,0,1,0,0,0,0,0,0
"5857",774,68,39,13,0,3,8,3,2,264,264,173,4,1,14,148,6,268,242,0,7,5,0,7,7,1,0,0,1,0,0,0,0,0
"5858",264,34,23,4,0,1,3,2,1,140,140,59,0,0,13,46,0,30,28,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
"5859",385,92,39,11,0,1,30,6,5,106,106,125,0,1,0,124,0,61,39,0,6,0,0,6,10,0,0,0,0,1,0,0,1,0
"5860",288,78,33,10,0,3,18,9,5,58,58,126,0,1,1,124,0,23,11,0,1,0,0,5,6,1,0,1,0,2,2,0,0,0
"5861",273,164,74,29,0,2,38,17,4,56,56,17,1,1,3,12,0,30,4,0,11,0,0,9,6,4,0,3,1,2,2,0,0,0
"5862",109,8,6,0,0,0,2,0,0,6,6,52,1,0,0,51,0,43,41,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"5863",109,15,9,1,0,0,5,0,0,47,47,25,0,1,5,19,0,22,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"-2229",2629,1512,722,297,1,32,237,144,79,629,629,63,25,17,5,5,11,395,299,3,22,8,0,34,29,17,1,14,2,13,12,0,1,0
"5583",550,236,122,59,0,4,26,12,13,136,136,23,7,4,4,2,6,150,129,1,4,5,0,4,7,5,0,5,0,0,0,0,0,0
"5589",219,173,68,35,0,4,23,33,10,25,25,3,3,0,0,0,0,16,10,0,2,0,0,2,2,2,1,1,0,0,0,0,0,0
"5591",295,270,144,58,0,2,39,15,12,7,7,5,2,1,0,0,2,13,4,0,2,0,0,6,1,0,0,0,0,0,0,0,0,0
"5624",479,212,108,39,0,7,28,19,11,168,168,6,5,1,0,0,0,85,72,0,5,1,0,4,3,3,0,2,1,5,4,0,1,0
"5627",166,106,50,12,0,4,26,12,2,26,26,14,5,6,0,1,2,18,8,0,2,0,0,5,3,1,0,1,0,1,1,0,0,0
"5635",573,327,149,65,1,6,57,32,17,157,157,5,2,2,0,1,0,74,54,1,5,2,0,5,7,3,0,3,0,7,7,0,0,0
"5648",183,134,48,23,0,4,30,20,9,27,27,2,0,1,0,0,1,18,10,0,1,0,0,2,5,2,0,1,1,0,0,0,0,0
"5651",164,54,33,6,0,1,8,1,5,83,83,5,1,2,1,1,0,21,12,1,1,0,0,6,1,1,0,1,0,0,0,0,0,0
"-2230",28286,2492,1218,350,2,35,395,275,217,11107,11107,1343,494,605,4,239,1,11144,8262,74,420,813,368,405,802,1772,558,529,685,428,148,0,277,3
"5841",11359,273,170,44,0,5,32,16,6,5054,5054,544,193,351,0,0,0,4095,2916,29,145,380,201,133,291,1111,359,326,426,282,79,0,203,0
"5842",2335,58,44,8,0,1,2,1,2,917,917,99,46,53,0,0,0,1146,904,2,39,59,46,28,68,83,21,26,36,32,31,0,1,0
"5843",4854,122,71,23,0,0,14,11,3,2390,2390,246,122,124,0,0,0,1574,965,15,82,186,73,53,200,448,153,117,178,74,15,0,57,2
"5882",1028,159,77,17,0,4,28,12,21,373,373,108,6,3,1,98,0,385,295,8,26,10,0,27,19,3,0,2,1,0,0,0,0,0
"5883",107,80,30,13,0,1,13,13,10,5,5,18,0,0,0,18,0,1,0,0,0,0,0,0,1,2,0,1,1,1,1,0,0,0
"5884",673,119,54,15,0,4,19,15,12,276,276,23,1,1,0,21,0,252,146,2,28,5,0,36,35,2,0,1,1,1,1,0,0,0
"5885",215,61,26,7,0,1,15,5,7,103,103,3,0,0,0,3,0,47,30,2,6,0,0,5,4,0,0,0,0,1,0,0,0,1
"5886",3346,593,290,82,0,8,84,75,54,860,860,135,61,46,0,28,0,1694,1400,12,33,78,25,48,98,52,13,18,21,12,7,0,5,0
"5889",326,222,83,25,2,5,44,34,29,51,51,34,1,1,2,30,0,16,0,0,4,0,0,6,6,3,0,3,0,0,0,0,0,0
"5890",237,212,106,47,0,1,16,25,17,7,7,0,0,0,0,0,0,13,5,0,5,0,0,2,1,2,0,2,0,3,3,0,0,0
"5891",677,35,22,4,0,0,0,6,3,97,97,27,17,7,0,3,0,491,442,0,2,24,7,2,14,27,6,7,14,0,0,0,0,0
"5892",3129,558,245,65,0,5,128,62,53,974,974,106,47,19,1,38,1,1430,1159,4,50,71,16,65,65,39,6,26,7,22,11,0,11,0
"-2301",43445,978,605,162,0,31,101,59,20,6984,6984,2951,1646,1296,1,7,1,10641,4863,37,454,2566,821,230,1670,16874,6801,6118,3955,5017,293,4666,57,1
"6002",3768,398,234,80,0,13,35,28,8,439,439,175,105,67,0,3,0,1904,1254,6,63,342,49,42,148,809,244,360,205,43,38,0,5,0
"6004",609,34,21,6,0,1,2,2,2,105,105,52,20,29,0,3,0,378,200,1,13,86,5,5,68,38,19,0,19,2,2,0,0,0
"6007",14735,259,149,43,0,10,34,20,3,2641,2641,576,283,291,0,1,1,2142,845,8,136,533,135,74,411,5967,3108,1607,1252,3150,60,3063,27,0
"6008",4761,118,77,11,0,3,15,8,4,750,750,334,187,146,1,0,0,1620,790,3,37,500,118,21,151,1604,501,719,384,335,54,278,2,1
"6009",9113,84,75,7,0,0,1,0,1,1331,1331,932,532,400,0,0,0,1511,457,2,77,404,145,29,397,4327,1576,1734,1017,928,50,859,19,0
"6010",1865,54,24,10,0,4,13,1,2,678,678,172,70,102,0,0,0,562,313,0,20,118,25,17,69,387,146,95,146,12,11,1,0,0
"6011",8594,31,25,5,0,0,1,0,0,1040,1040,710,449,261,0,0,0,2524,1004,17,108,583,344,42,426,3742,1207,1603,932,547,78,465,4,0
"-2302",23413,1442,786,228,9,32,201,109,77,4006,4006,2964,515,875,448,1115,11,7087,4628,29,266,932,351,182,699,7294,2725,2987,1582,620,185,407,22,6
"6021",2035,145,85,23,3,4,12,11,7,167,167,307,18,39,100,149,1,645,447,2,33,50,73,8,32,752,406,209,137,19,14,1,1,3
"6022",3250,235,131,34,5,2,28,12,23,317,317,578,31,58,63,425,1,1030,686,4,23,119,120,20,58,1061,521,412,128,29,23,4,1,1
"6023",8499,402,235,67,1,15,40,22,22,1609,1609,772,87,302,25,358,0,2380,1427,13,96,406,122,70,246,3181,1240,1219,722,155,40,105,10,0
"6024",8586,444,221,69,0,8,79,51,16,1706,1706,1037,377,466,178,7,9,2817,1908,10,101,348,26,76,348,2174,471,1123,580,408,100,297,10,1
"6025",1043,216,114,35,0,3,42,13,9,207,207,270,2,10,82,176,0,215,160,0,13,9,10,8,15,126,87,24,15,9,8,0,0,1
"-2303",63305,1122,679,154,0,23,166,71,29,10632,10632,5505,2657,2841,0,6,1,12824,8041,45,294,1933,1180,174,1157,24203,8701,9918,5584,9019,565,8367,81,6
"6032",8981,57,49,3,0,0,2,3,0,1592,1592,1215,535,680,0,0,0,711,332,1,14,78,228,6,52,4676,1278,2015,1383,730,102,606,22,0
"6033",5868,74,46,11,0,2,11,0,4,1419,1419,830,418,412,0,0,0,1531,1031,5,35,224,63,10,163,1812,515,712,585,202,16,179,7,0
"6034",16489,249,153,33,0,11,32,12,8,2763,2763,1336,681,654,0,0,1,4610,2767,16,118,796,423,64,426,5842,2495,2187,1160,1689,78,1599,12,0
"6035",1773,65,46,10,0,1,6,1,1,297,297,69,31,38,0,0,0,1183,949,3,21,111,44,13,42,144,52,46,46,15,15,0,0,0
"6037",30194,677,385,97,0,9,115,55,16,4561,4561,2055,992,1057,0,6,0,4789,2962,20,106,724,422,81,474,11729,4361,4958,2410,6383,354,5983,40,6
"-2304",58924,548,327,97,0,8,79,32,5,9433,9433,4574,2408,2166,0,0,0,9157,5131,28,217,1304,1522,137,818,20230,7476,8331,4423,14982,390,14507,85,0
"6052",1398,63,25,14,0,0,12,12,0,437,437,162,93,69,0,0,0,369,199,0,12,61,32,7,58,362,80,135,147,5,4,1,0,0
"6054",6507,27,21,3,0,2,1,0,0,1294,1294,668,335,333,0,0,0,1284,751,4,30,193,160,11,135,2983,993,1446,544,251,56,167,28,0
"6056",3537,52,29,9,0,1,6,7,0,1099,1099,397,281,116,0,0,0,1392,1053,5,39,124,63,22,86,543,198,212,133,54,16,37,1,0
"6057",1101,68,30,14,0,0,17,4,3,316,316,90,54,36,0,0,0,471,337,0,11,74,12,8,29,150,17,74,59,6,5,0,1,0
"6058",17275,16,10,4,0,1,0,1,0,399,399,126,63,63,0,0,0,445,268,2,8,54,51,7,55,4929,3037,1369,523,11360,20,11339,1,0
"6061",546,20,12,1,0,0,6,1,0,163,163,39,26,13,0,0,0,250,169,1,10,43,0,3,24,70,11,34,25,4,3,0,1,0
"6076",15604,153,108,16,0,2,23,4,0,2956,2956,1517,683,834,0,0,0,1819,611,5,31,295,670,29,178,6475,1827,3037,1611,2684,194,2450,40,0
"6077",12956,149,92,36,0,2,14,3,2,2769,2769,1575,873,702,0,0,0,3127,1743,11,76,460,534,50,253,4718,1313,2024,1381,618,92,513,13,0
"-2305",46607,868,536,117,0,26,112,46,31,8739,8739,2981,1002,1792,0,181,6,10655,7375,49,355,1286,382,219,989,17300,5630,8357,3313,6064,572,5415,74,3
"6082",5524,229,132,34,0,11,25,9,18,778,778,348,60,128,0,159,1,1423,940,14,91,149,32,59,138,2531,1036,1168,327,215,66,132,15,2
"6083",20988,135,96,15,0,4,9,7,4,3537,3537,1203,420,783,0,0,0,2808,1815,8,87,355,207,46,290,8886,3214,4126,1546,4419,63,4330,25,1
"6084",10751,150,109,14,0,1,20,3,3,1956,1956,706,292,414,0,0,0,2200,1491,13,58,290,101,37,210,4354,1175,2346,833,1385,426,952,7,0
"6087",3693,69,48,12,0,2,4,2,1,1011,1011,266,78,188,0,0,0,1752,1358,9,34,188,17,22,124,594,80,263,251,1,1,0,0,0
"6089",1308,150,78,22,0,5,28,16,1,337,337,118,50,62,0,1,5,669,416,3,49,62,17,37,85,30,3,14,13,4,4,0,0,0
"6090",4343,135,73,20,0,3,26,9,4,1120,1120,340,102,217,0,21,0,1803,1355,2,36,242,8,18,142,905,122,440,343,40,12,1,27,0
"-2306",33521,897,555,128,0,26,119,40,29,6248,6248,2240,703,1128,4,405,0,9277,6284,43,209,1296,273,207,965,12586,3997,6235,2354,2273,304,1938,17,14
"6101",761,35,23,7,0,1,3,1,0,124,124,31,14,10,3,4,0,258,207,0,5,16,4,10,16,298,74,181,43,15,5,10,0,0
"6102",1556,42,31,4,0,2,2,2,1,611,611,120,18,102,0,0,0,643,400,4,17,118,0,15,89,135,21,80,34,5,5,0,0,0
"6104",2952,25,20,2,0,0,2,0,1,623,623,107,42,62,0,3,0,1177,872,9,27,146,24,12,87,1011,70,721,220,9,6,0,3,0
"6109",980,16,14,1,0,0,1,0,0,114,114,34,14,20,0,0,0,305,213,0,4,42,4,9,33,509,239,225,45,2,2,0,0,0
"6110",5514,280,154,34,0,7,60,14,11,1013,1013,621,236,319,1,65,0,2373,1634,6,52,316,65,77,223,1121,390,431,300,106,91,0,3,12
"6111",6730,89,50,17,0,2,14,5,1,926,926,160,48,112,0,0,0,630,379,5,28,76,45,14,83,4210,2060,1654,496,715,86,626,3,0
"6112",5019,27,17,5,0,0,2,1,2,934,934,349,156,193,0,0,0,1052,746,4,12,139,39,2,110,2304,378,1282,644,353,24,326,3,0
"6113",1140,98,56,14,0,4,12,7,5,32,32,268,20,52,0,196,0,608,441,3,17,87,8,11,41,106,19,50,37,28,27,0,0,1
"6116",1278,42,26,7,0,3,1,1,4,265,265,155,9,27,0,119,0,457,311,1,8,71,3,23,40,351,62,166,123,8,8,0,0,0
"6117",1041,30,23,4,0,1,1,0,1,381,381,34,20,14,0,0,0,287,175,1,5,61,0,6,39,305,66,150,89,4,3,1,0,0
"6118",2303,92,51,21,0,4,8,7,1,620,620,237,72,149,0,16,0,960,560,5,28,150,53,13,151,377,50,152,175,17,14,0,3,0
"6119",4247,121,90,12,0,2,13,2,2,605,605,124,54,68,0,2,0,527,346,5,6,74,28,15,53,1859,568,1143,148,1011,33,975,2,1
"-2307",26356,2073,1147,318,54,46,301,110,97,3321,3321,4526,1014,861,1414,1230,7,11365,8514,30,203,1269,498,166,685,4036,1193,1580,1263,1035,234,772,21,8
"6131",1311,48,25,6,0,3,13,0,1,41,41,95,52,15,8,19,1,978,768,1,12,91,75,6,25,144,57,41,46,5,5,0,0,0
"6133",3785,296,167,40,20,12,32,10,15,586,586,797,69,152,238,336,2,1128,773,4,29,137,91,26,68,904,290,300,314,74,67,0,7,0
"6134",1534,53,32,11,0,2,5,0,3,272,272,216,109,104,2,0,1,829,559,4,18,127,22,7,92,161,19,43,99,3,3,0,0,0
"6135",2688,175,87,25,0,4,30,8,21,512,512,393,46,78,5,264,0,800,501,1,32,127,46,16,77,795,263,353,179,13,9,2,2,0
"6136",3254,689,388,129,8,9,87,47,21,460,460,630,15,7,483,125,0,1328,1186,4,15,35,3,37,48,88,32,31,25,59,53,0,1,5
"6137",3745,121,70,13,0,2,19,9,8,335,335,463,244,132,7,80,0,2456,1898,5,26,317,99,15,96,357,73,148,136,13,8,4,1,0
