"jahr";"nr";"gemeinde";"konto";"funktion";"betrag"
"2016";"010014";"Wettswil am Albis";"100";"";"10326880.94"
"2016";"010014";"Wettswil am Albis";"101";"";"16564282.27"
"2016";"010014";"Wettswil am Albis";"104";"";"565875.95"
"2016";"010014";"Wettswil am Albis";"106";"";"54746.60"
"2016";"010014";"Wettswil am Albis";"107";"";"436500.00"
"2016";"010014";"Wettswil am Albis";"108";"";"25416247.50"
"2016";"010014";"Wettswil am Albis";"140";"";"52069680.13"
"2016";"010014";"Wettswil am Albis";"145";"";"4474844.40"
"2016";"010014";"Wettswil am Albis";"146";"";"2257874.00"
"2016";"010014";"Wettswil am Albis";"200";"";"23925186.48"
"2016";"010014";"Wettswil am Albis";"201";"";"10000000.00"
"2016";"010014";"Wettswil am Albis";"204";"";"65004.60"
"2016";"010014";"Wettswil am Albis";"205";"";"377312.77"
"2016";"010014";"Wettswil am Albis";"206";"";"10717530.60"
"2016";"010014";"Wettswil am Albis";"208";"";"221825.60"
"2016";"010014";"Wettswil am Albis";"209";"";"364256.95"
"2016";"010014";"Wettswil am Albis";"290";"";"8473851.53"
"2016";"010014";"Wettswil am Albis";"299";"";"58021963.26"
"2016";"010014";"Wettswil am Albis";"300";"01";"171112.50"
"2016";"010014";"Wettswil am Albis";"300";"02";"27250.00"
"2016";"010014";"Wettswil am Albis";"300";"21";"140209.45"
"2016";"010014";"Wettswil am Albis";"300";"57";"36387.50"
"2016";"010014";"Wettswil am Albis";"301";"02";"674305.00"
"2016";"010014";"Wettswil am Albis";"301";"12";"14218.75"
"2016";"010014";"Wettswil am Albis";"301";"14";"218996.55"
"2016";"010014";"Wettswil am Albis";"301";"21";"1007470.55"
"2016";"010014";"Wettswil am Albis";"301";"32";"141849.35"
"2016";"010014";"Wettswil am Albis";"301";"33";"12750.00"
"2016";"010014";"Wettswil am Albis";"301";"43";"2347.10"
"2016";"010014";"Wettswil am Albis";"301";"57";"50223.20"
"2016";"010014";"Wettswil am Albis";"301";"61";"305918.40"
"2016";"010014";"Wettswil am Albis";"301";"71";"121819.00"
"2016";"010014";"Wettswil am Albis";"301";"72";"17000.00"
