"arten","funk","jahr","value","dim","unit"
"100","","2021","328564713.16","bilanz","CHF"
"101","","2021","385233283.84","bilanz","CHF"
"102","","2021","7480175","bilanz","CHF"
"104","","2021","64470578.09","bilanz","CHF"
"106","","2021","541804.4","bilanz","CHF"
"107","","2021","31695218.03","bilanz","CHF"
"108","","2021","400565015.67","bilanz","CHF"
"109","","2021","272609.41","bilanz","CHF"
"140","","2021","987000567.72","bilanz","CHF"
"141","","2021","","bilanz","CHF"
"142","","2021","18009546.27","bilanz","CHF"
"143","","2021","","bilanz","CHF"
"144","","2021","17825018.3","bilanz","CHF"
"145","","2021","80939268.03","bilanz","CHF"
"146","","2021","84796565.21","bilanz","CHF"
"147","","2021","","bilanz","CHF"
"148","","2021","-864220.02","bilanz","CHF"
"200","","2021","160960554.16","bilanz","CHF"
"201","","2021","103410934.7","bilanz","CHF"
"204","","2021","63933871.48","bilanz","CHF"
"205","","2021","512894.55","bilanz","CHF"
"206","","2021","719710025.8","bilanz","CHF"
"207","","2021","","bilanz","CHF"
"208","","2021","2368348.33","bilanz","CHF"
"209","","2021","60604350.68","bilanz","CHF"
"290","","2021","353135612.67","bilanz","CHF"
"292","","2021","","bilanz","CHF"
"293","","2021","134895177.02","bilanz","CHF"
"294","","2021","12592669.42","bilanz","CHF"
"295","","2021","27681339.18","bilanz","CHF"
"296","","2021","117745499.58","bilanz","CHF"
"298","","2021","1","bilanz","CHF"
"299","","2021","648978864.54","bilanz","CHF"
"300","","2021","19715642.63","aufwand","CHF"
"301","","2021","176604197.13","aufwand","CHF"
"302","","2021","283548812.95","aufwand","CHF"
"303","","2021","993274.59","aufwand","CHF"
"304","","2021","1175314.47","aufwand","CHF"
"305","","2021","93360490.6399999","aufwand","CHF"
"306","","2021","1306334.1","aufwand","CHF"
"309","","2021","5571914.23","aufwand","CHF"
"310","","2021","27045288.74","aufwand","CHF"
"311","","2021","13454458.02","aufwand","CHF"
"312","","2021","21273016.59","aufwand","CHF"
"313","","2021","127546903.99","aufwand","CHF"
"314","","2021","51789292.2","aufwand","CHF"
"315","","2021","13022917.29","aufwand","CHF"
"316","","2021","16327501.4","aufwand","CHF"
"317","","2021","6404633.05","aufwand","CHF"
"318","","2021","8076800.76","aufwand","CHF"
"319","","2021","4872910.09","aufwand","CHF"
"320","","2021","","aufwand","CHF"
"331","","2021","","aufwand","CHF"
"337","","2021","70860404.31","aufwand","CHF"
"338","","2021","11179.05","aufwand","CHF"
"340","","2021","7872063.41","aufwand","CHF"
"341","","2021","214969","aufwand","CHF"
"342","","2021","6394.62","aufwand","CHF"
"343","","2021","3271736.12","aufwand","CHF"
"344","","2021","7615611.79","aufwand","CHF"
"349","","2021","1086379.71","aufwand","CHF"
"350","","2021","649534.32","aufwand","CHF"
"351","","2021","26625799.46","aufwand","CHF"
"352","","2021","","aufwand","CHF"
"3600","","2021","","aufwand","CHF"
"36010","","2021","","aufwand","CHF"
"36011","","2021","","aufwand","CHF"
"36012","","2021","","aufwand","CHF"
"36013","","2021","","aufwand","CHF"
"36014","","2021","","aufwand","CHF"
"36015","","2021","","aufwand","CHF"
"36016","","2021","","aufwand","CHF"
"36017","","2021","","aufwand","CHF"
"36018","","2021","","aufwand","CHF"
"36019","","2021","","aufwand","CHF"
"36021","","2021","","aufwand","CHF"
"36022","","2021","","aufwand","CHF"
"36023","","2021","","aufwand","CHF"
"36029","","2021","","aufwand","CHF"
"3603","","2021","","aufwand","CHF"
"3604","","2021","","aufwand","CHF"
"3610","","2021","","aufwand","CHF"
"3611","","2021","6327931.42","aufwand","CHF"
"3612","","2021","","aufwand","CHF"
"3613","","2021","","aufwand","CHF"
"3614","","2021","7833.1","aufwand","CHF"
"3620","","2021","","aufwand","CHF"
"36211","","2021","","aufwand","CHF"
"36212","","2021","","aufwand","CHF"
"36213","","2021","","aufwand","CHF"
"36214","","2021","","aufwand","CHF"
"36215","","2021","","aufwand","CHF"
"36216","","2021","","aufwand","CHF"
"36217","","2021","","aufwand","CHF"
"36219","","2021","","aufwand","CHF"
"36221","","2021","","aufwand","CHF"
"36222","","2021","","aufwand","CHF"
"36223","","2021","","aufwand","CHF"
"36224","","2021","","aufwand","CHF"
"36225","","2021","","aufwand","CHF"
"36226","","2021","","aufwand","CHF"
"36227","","2021","","aufwand","CHF"
"36228","","2021","","aufwand","CHF"
"3624","","2021","","aufwand","CHF"
"3629","","2021","","aufwand","CHF"
"3630","","2021","","aufwand","CHF"
"3631","","2021","179132411.92","aufwand","CHF"
"3632","","2021","","aufwand","CHF"
"3633","","2021","","aufwand","CHF"
"3634","","2021","2436479.25","aufwand","CHF"
"3635","","2021","1406608.96","aufwand","CHF"
"3636","","2021","60010597.37","aufwand","CHF"
"3637","","2021","155948678.76","aufwand","CHF"
"3638","","2021","44000","aufwand","CHF"
"3639","","2021","8350","aufwand","CHF"
"364","","2021","","aufwand","CHF"
"365","","2021","118873.84","aufwand","CHF"
"366","","2021","4463796.74","aufwand","CHF"
"369","","2021","","aufwand","CHF"
"380","","2021","2637412.6","aufwand","CHF"
"381","","2021","626820.25","aufwand","CHF"
"383","","2021","14555927.6","aufwand","CHF"
"384","","2021","","aufwand","CHF"
"3860","","2021","","aufwand","CHF"
"3861","","2021","","aufwand","CHF"
"3862","","2021","","aufwand","CHF"
"3863","","2021","","aufwand","CHF"
"3864","","2021","","aufwand","CHF"
"3865","","2021","","aufwand","CHF"
"3866","","2021","","aufwand","CHF"
"3867","","2021","","aufwand","CHF"
"3868","","2021","","aufwand","CHF"
"387","","2021","56224.05","aufwand","CHF"
"389","","2021","26005219.31","aufwand","CHF"
"4000","","2021","740762500.16","ertrag","CHF"
"4001","","2021","38987499.84","ertrag","CHF"
"4002","","2021","31408000","ertrag","CHF"
"4008","","2021","2237000","ertrag","CHF"
"4009","","2021","","ertrag","CHF"
"4010","","2021","75228799.76","ertrag","CHF"
"4011","","2021","18807200.24","ertrag","CHF"
"4012","","2021","","ertrag","CHF"
"4019","","2021","","ertrag","CHF"
"4020","","2021","","ertrag","CHF"
"4021","","2021","","ertrag","CHF"
"4022","","2021","40183200","ertrag","CHF"
"4023","","2021","","ertrag","CHF"
"4024","","2021","","ertrag","CHF"
"4025","","2021","","ertrag","CHF"
"4030","","2021","","ertrag","CHF"
"4031","","2021","","ertrag","CHF"
"4032","","2021","","ertrag","CHF"
"4033","","2021","2320000","ertrag","CHF"
"4039","","2021","88000","ertrag","CHF"
"4040","","2021","","ertrag","CHF"
"4041","","2021","","ertrag","CHF"
"4042","","2021","","ertrag","CHF"
"4043","","2021","","ertrag","CHF"
"4044","","2021","","ertrag","CHF"
"4045","","2021","","ertrag","CHF"
"4046","","2021","","ertrag","CHF"
"4047","","2021","","ertrag","CHF"
"4049","","2021","","ertrag","CHF"
"4050","","2021","","ertrag","CHF"
"4051","","2021","","ertrag","CHF"
"4052","","2021","","ertrag","CHF"
"4053","","2021","","ertrag","CHF"
"4059","","2021","","ertrag","CHF"
"4060","","2021","","ertrag","CHF"
"4070","","2021","","ertrag","CHF"
"4071","","2021","","ertrag","CHF"
"4072","","2021","","ertrag","CHF"
"4079","","2021","","ertrag","CHF"
"410","","2021","","ertrag","CHF"
"411","","2021","","ertrag","CHF"
"412","","2021","12747747.43","ertrag","CHF"
"413","","2021","","ertrag","CHF"
"420","","2021","13987679.21","ertrag","CHF"
"421","","2021","8553543.97","ertrag","CHF"
"422","","2021","","ertrag","CHF"
"423","","2021","3985472.4","ertrag","CHF"
"424","","2021","108407629.66","ertrag","CHF"
"425","","2021","1909531.08","ertrag","CHF"
"426","","2021","50567783.12","ertrag","CHF"
"427","","2021","49079.46","ertrag","CHF"
"429","","2021","290246.27","ertrag","CHF"
"430","","2021","525297.06","ertrag","CHF"
"431","","2021","883683.15","ertrag","CHF"
"432","","2021","6418.15","ertrag","CHF"
"439","","2021","1947239.72","ertrag","CHF"
"440","","2021","7073428.28","ertrag","CHF"
"441","","2021","1052545.7","ertrag","CHF"
"442","","2021","371454.11","ertrag","CHF"
"443","","2021","10721705.56","ertrag","CHF"
"444","","2021","40625780.2","ertrag","CHF"
"445","","2021","4336393.58","ertrag","CHF"
"446","","2021","4605654.06","ertrag","CHF"
"447","","2021","14039342.38","ertrag","CHF"
"448","","2021","961846","ertrag","CHF"
"449","","2021","111502.67","ertrag","CHF"
"450","","2021","1504734.01","ertrag","CHF"
"451","","2021","8849634.67","ertrag","CHF"
"452","","2021","","ertrag","CHF"
"46000","","2021","","ertrag","CHF"
"46001","","2021","","ertrag","CHF"
"46002","","2021","","ertrag","CHF"
"46003","","2021","","ertrag","CHF"
"46004","","2021","","ertrag","CHF"
"46005","","2021","","ertrag","CHF"
"46006","","2021","","ertrag","CHF"
"46007","","2021","","ertrag","CHF"
"46008","","2021","","ertrag","CHF"
"46009","","2021","","ertrag","CHF"
"46010","","2021","","ertrag","CHF"
"46011","","2021","","ertrag","CHF"
"46012","","2021","","ertrag","CHF"
"46019","","2021","","ertrag","CHF"
"4603","","2021","","ertrag","CHF"
"4604","","2021","","ertrag","CHF"
"4610","","2021","","ertrag","CHF"
"4611","","2021","2694741.8","ertrag","CHF"
"4612","","2021","","ertrag","CHF"
"4613","","2021","","ertrag","CHF"
"4614","","2021","300966.75","ertrag","CHF"
"46201","","2021","","ertrag","CHF"
"46202","","2021","","ertrag","CHF"
"46203","","2021","","ertrag","CHF"
"46204","","2021","","ertrag","CHF"
"46209","","2021","","ertrag","CHF"
"46211","","2021","","ertrag","CHF"
"46212","","2021","","ertrag","CHF"
"46213","","2021","","ertrag","CHF"
"46214","","2021","","ertrag","CHF"
"46215","","2021","19514800","ertrag","CHF"
"46216","","2021","3.9e+07","ertrag","CHF"
"46217","","2021","","ertrag","CHF"
"46225","","2021","","ertrag","CHF"
"46226","","2021","","ertrag","CHF"
"46227","","2021","","ertrag","CHF"
"46228","","2021","","ertrag","CHF"
"4624","","2021","","ertrag","CHF"
"4629","","2021","","ertrag","CHF"
"4630","","2021","","ertrag","CHF"
"4631","","2021","165497924.79","ertrag","CHF"
"4632","","2021","","ertrag","CHF"
"4633","","2021","","ertrag","CHF"
"4634","","2021","1031263.09","ertrag","CHF"
"4635","","2021","2106432.12","ertrag","CHF"
"4636","","2021","6678","ertrag","CHF"
"4637","","2021","","ertrag","CHF"
"4638","","2021","","ertrag","CHF"
"466","","2021","","ertrag","CHF"
"469","","2021","147417.5","ertrag","CHF"
"481","","2021","","ertrag","CHF"
"482","","2021","","ertrag","CHF"
"483","","2021","566817.45","ertrag","CHF"
"484","","2021","","ertrag","CHF"
