"jahr";"nr";"gemeinde";"konto";"funktion";"betrag"
"2017";"122703";"Riehen";"100";"";"21694298.00"
"2017";"122703";"Riehen";"101";"";"9993789.00"
"2017";"122703";"Riehen";"104";"";"58917476.00"
"2017";"122703";"Riehen";"106";"";"55663.00"
"2017";"122703";"Riehen";"108";"";"116786341.00"
"2017";"122703";"Riehen";"140";"";"368144587.00"
"2017";"122703";"Riehen";"141";"";"129100.00"
"2017";"122703";"Riehen";"142";"";"14709639.00"
"2017";"122703";"Riehen";"143";"";"23385256.00"
"2017";"122703";"Riehen";"200";"";"125910516.00"
"2017";"122703";"Riehen";"204";"";"8771338.00"
"2017";"122703";"Riehen";"206";"";"40000000.00"
"2017";"122703";"Riehen";"208";"";"1659479.00"
"2017";"122703";"Riehen";"290";"";"5184081.00"
"2017";"122703";"Riehen";"296";"";"371705483.00"
"2017";"122703";"Riehen";"298";"";"50478199.00"
"2017";"122703";"Riehen";"299";"";"10107053.00"
"2017";"122703";"Riehen";"300";"01";"806398.00"
"2017";"122703";"Riehen";"300";"21";"44250.00"
"2017";"122703";"Riehen";"301";"01";"733826.00"
"2017";"122703";"Riehen";"301";"02";"4261345.00"
"2017";"122703";"Riehen";"301";"14";"366495.00"
"2017";"122703";"Riehen";"301";"16";"16413.00"
"2017";"122703";"Riehen";"301";"21";"5142658.40"
"2017";"122703";"Riehen";"301";"29";"111004.00"
"2017";"122703";"Riehen";"301";"31";"631106.00"
"2017";"122703";"Riehen";"301";"32";"1020994.00"
"2017";"122703";"Riehen";"301";"33";"138086.00"
"2017";"122703";"Riehen";"301";"34";"3488180.00"
"2017";"122703";"Riehen";"301";"42";"210095.00"
"2017";"122703";"Riehen";"301";"43";"61061.00"
"2017";"122703";"Riehen";"301";"49";"13333.00"
"2017";"122703";"Riehen";"301";"53";"454489.00"
"2017";"122703";"Riehen";"301";"54";"78782.00"
"2017";"122703";"Riehen";"301";"57";"1757908.00"
"2017";"122703";"Riehen";"301";"61";"3169783.00"
"2017";"122703";"Riehen";"301";"62";"41565.00"
"2017";"122703";"Riehen";"301";"71";"57024.00"
"2017";"122703";"Riehen";"301";"72";"399495.00"
"2017";"122703";"Riehen";"301";"73";"736941.00"
"2017";"122703";"Riehen";"301";"75";"23036.00"
"2017";"122703";"Riehen";"301";"77";"622153.00"
"2017";"122703";"Riehen";"301";"79";"310647.00"
"2017";"122703";"Riehen";"301";"81";"136473.00"
"2017";"122703";"Riehen";"301";"82";"390387.00"
"2017";"122703";"Riehen";"301";"87";"42742.00"
"2017";"122703";"Riehen";"301";"96";"17343.00"
"2017";"122703";"Riehen";"302";"21";"18452508.60"
"2017";"122703";"Riehen";"305";"01";"129499.00"
"2017";"122703";"Riehen";"305";"02";"1962889.00"
"2017";"122703";"Riehen";"305";"14";"64676.00"
"2017";"122703";"Riehen";"305";"16";"2896.00"
"2017";"122703";"Riehen";"305";"21";"6697369.00"
"2017";"122703";"Riehen";"305";"29";"19589.00"
"2017";"122703";"Riehen";"305";"31";"146749.00"
"2017";"122703";"Riehen";"305";"32";"305900.00"
"2017";"122703";"Riehen";"305";"33";"24369.00"
"2017";"122703";"Riehen";"305";"34";"1044326.00"
"2017";"122703";"Riehen";"305";"42";"37076.00"
"2017";"122703";"Riehen";"305";"43";"10775.00"
"2017";"122703";"Riehen";"305";"49";"2208.00"
"2017";"122703";"Riehen";"305";"53";"128406.00"
"2017";"122703";"Riehen";"305";"54";"13903.00"
"2017";"122703";"Riehen";"305";"57";"310219.00"
"2017";"122703";"Riehen";"305";"61";"559373.00"
"2017";"122703";"Riehen";"305";"62";"7335.00"
"2017";"122703";"Riehen";"305";"71";"10063.00"
"2017";"122703";"Riehen";"305";"72";"70499.00"
"2017";"122703";"Riehen";"305";"73";"130048.00"
"2017";"122703";"Riehen";"305";"75";"4065.00"
"2017";"122703";"Riehen";"305";"77";"109792.00"
"2017";"122703";"Riehen";"305";"79";"97104.00"
"2017";"122703";"Riehen";"305";"81";"24084.00"
"2017";"122703";"Riehen";"305";"82";"123989.00"
"2017";"122703";"Riehen";"305";"87";"7542.00"
"2017";"122703";"Riehen";"305";"96";"3061.00"
"2017";"122703";"Riehen";"309";"01";"495.00"
"2017";"122703";"Riehen";"309";"02";"372104.00"
"2017";"122703";"Riehen";"309";"21";"23729.00"
"2017";"122703";"Riehen";"309";"31";"673.00"
"2017";"122703";"Riehen";"309";"32";"2040.00"
"2017";"122703";"Riehen";"309";"34";"8078.00"
"2017";"122703";"Riehen";"309";"42";"190.00"
"2017";"122703";"Riehen";"309";"43";"168.00"
"2017";"122703";"Riehen";"309";"53";"840.00"
"2017";"122703";"Riehen";"309";"57";"20416.00"
"2017";"122703";"Riehen";"309";"61";"61081.00"
"2017";"122703";"Riehen";"309";"71";"648.00"
"2017";"122703";"Riehen";"309";"73";"797.00"
"2017";"122703";"Riehen";"309";"75";"264.00"
"2017";"122703";"Riehen";"309";"79";"1228.00"
"2017";"122703";"Riehen";"309";"82";"552.00"
"2017";"122703";"Riehen";"310";"01";"32480.00"
"2017";"122703";"Riehen";"310";"02";"190438.00"
"2017";"122703";"Riehen";"310";"14";"17339.00"
"2017";"122703";"Riehen";"310";"21";"1244914.00"
"2017";"122703";"Riehen";"310";"29";"4702.00"
"2017";"122703";"Riehen";"310";"31";"119344.00"
"2017";"122703";"Riehen";"310";"32";"83566.00"
"2017";"122703";"Riehen";"310";"33";"1171.00"
"2017";"122703";"Riehen";"310";"34";"655070.00"
"2017";"122703";"Riehen";"310";"42";"435.00"
"2017";"122703";"Riehen";"310";"43";"4114.00"
"2017";"122703";"Riehen";"310";"53";"1523.00"
"2017";"122703";"Riehen";"310";"57";"2157.00"
"2017";"122703";"Riehen";"310";"61";"385900.00"
"2017";"122703";"Riehen";"310";"71";"4829.00"
"2017";"122703";"Riehen";"310";"72";"9702.00"
"2017";"122703";"Riehen";"310";"73";"25607.00"
"2017";"122703";"Riehen";"310";"75";"1423.00"
"2017";"122703";"Riehen";"310";"77";"110445.00"
"2017";"122703";"Riehen";"310";"79";"1661.00"
"2017";"122703";"Riehen";"310";"81";"11740.00"
"2017";"122703";"Riehen";"310";"82";"37218.00"
"2017";"122703";"Riehen";"310";"96";"6097.00"
"2017";"122703";"Riehen";"311";"01";"11032.00"
"2017";"122703";"Riehen";"311";"02";"73618.00"
"2017";"122703";"Riehen";"311";"14";"6667.00"
"2017";"122703";"Riehen";"311";"21";"290360.00"
"2017";"122703";"Riehen";"311";"29";"8677.00"
"2017";"122703";"Riehen";"311";"31";"2004.00"
"2017";"122703";"Riehen";"311";"32";"154924.00"
"2017";"122703";"Riehen";"311";"34";"49915.00"
"2017";"122703";"Riehen";"311";"57";"2861.00"
"2017";"122703";"Riehen";"311";"61";"39938.00"
"2017";"122703";"Riehen";"311";"71";"1858.00"
"2017";"122703";"Riehen";"311";"73";"7711.00"
"2017";"122703";"Riehen";"311";"81";"6237.00"
"2017";"122703";"Riehen";"311";"82";"7031.00"
"2017";"122703";"Riehen";"312";"02";"118349.00"
"2017";"122703";"Riehen";"312";"21";"740370.00"
"2017";"122703";"Riehen";"312";"31";"36044.00"
"2017";"122703";"Riehen";"312";"32";"34995.00"
"2017";"122703";"Riehen";"312";"33";"57768.00"
"2017";"122703";"Riehen";"312";"34";"284897.00"
"2017";"122703";"Riehen";"312";"49";"2655.00"
"2017";"122703";"Riehen";"312";"61";"303225.00"
"2017";"122703";"Riehen";"312";"62";"4801.00"
"2017";"122703";"Riehen";"312";"71";"19575.00"
"2017";"122703";"Riehen";"312";"72";"23453.00"
"2017";"122703";"Riehen";"312";"73";"206.00"
"2017";"122703";"Riehen";"312";"77";"24331.00"
"2017";"122703";"Riehen";"312";"81";"8802.00"
"2017";"122703";"Riehen";"312";"82";"142.00"
"2017";"122703";"Riehen";"312";"87";"7085.00"
"2017";"122703";"Riehen";"312";"96";"223662.00"
"2017";"122703";"Riehen";"313";"01";"75298.00"
"2017";"122703";"Riehen";"313";"02";"2602826.00"
"2017";"122703";"Riehen";"313";"14";"41604.00"
"2017";"122703";"Riehen";"313";"16";"1760.00"
"2017";"122703";"Riehen";"313";"21";"4502044.00"
"2017";"122703";"Riehen";"313";"29";"17527.00"
"2017";"122703";"Riehen";"313";"31";"122996.00"
"2017";"122703";"Riehen";"313";"32";"301491.00"
"2017";"122703";"Riehen";"313";"33";"491795.00"
"2017";"122703";"Riehen";"313";"34";"535566.00"
"2017";"122703";"Riehen";"313";"42";"25549.00"
"2017";"122703";"Riehen";"313";"43";"27039.00"
"2017";"122703";"Riehen";"313";"49";"3024.00"
"2017";"122703";"Riehen";"313";"53";"8018.00"
"2017";"122703";"Riehen";"313";"54";"1700.00"
"2017";"122703";"Riehen";"313";"57";"81335.00"
"2017";"122703";"Riehen";"313";"61";"565124.00"
"2017";"122703";"Riehen";"313";"62";"4733.00"
"2017";"122703";"Riehen";"313";"71";"9325.00"
"2017";"122703";"Riehen";"313";"72";"144710.00"
"2017";"122703";"Riehen";"313";"73";"1025924.00"
"2017";"122703";"Riehen";"313";"75";"20169.00"
"2017";"122703";"Riehen";"313";"77";"133391.00"
"2017";"122703";"Riehen";"313";"79";"269953.00"
"2017";"122703";"Riehen";"313";"81";"64876.00"
"2017";"122703";"Riehen";"313";"82";"74897.00"
"2017";"122703";"Riehen";"313";"87";"56445.00"
"2017";"122703";"Riehen";"313";"96";"60912.00"
"2017";"122703";"Riehen";"314";"02";"1275958.00"
"2017";"122703";"Riehen";"314";"21";"101969.00"
"2017";"122703";"Riehen";"314";"31";"18177.00"
"2017";"122703";"Riehen";"314";"32";"198026.00"
"2017";"122703";"Riehen";"314";"33";"246664.00"
"2017";"122703";"Riehen";"314";"34";"614445.00"
"2017";"122703";"Riehen";"314";"43";"301.00"
"2017";"122703";"Riehen";"314";"61";"673154.00"
"2017";"122703";"Riehen";"314";"62";"10697.00"
"2017";"122703";"Riehen";"314";"71";"21366.00"
"2017";"122703";"Riehen";"314";"72";"173511.00"
"2017";"122703";"Riehen";"314";"73";"146408.00"
"2017";"122703";"Riehen";"314";"77";"217502.00"
"2017";"122703";"Riehen";"314";"81";"459640.00"
"2017";"122703";"Riehen";"314";"82";"3891.00"
"2017";"122703";"Riehen";"315";"01";"3878.00"
"2017";"122703";"Riehen";"315";"02";"390073.00"
"2017";"122703";"Riehen";"315";"14";"10542.00"
"2017";"122703";"Riehen";"315";"21";"1294.00"
"2017";"122703";"Riehen";"315";"31";"11854.00"
"2017";"122703";"Riehen";"315";"32";"18067.00"
"2017";"122703";"Riehen";"315";"33";"63421.00"
"2017";"122703";"Riehen";"315";"34";"248107.00"
"2017";"122703";"Riehen";"315";"43";"1312.00"
"2017";"122703";"Riehen";"315";"53";"3000.00"
"2017";"122703";"Riehen";"315";"57";"9819.00"
"2017";"122703";"Riehen";"315";"61";"76220.00"
"2017";"122703";"Riehen";"315";"71";"44185.00"
"2017";"122703";"Riehen";"315";"72";"30542.00"
"2017";"122703";"Riehen";"315";"73";"50475.00"
"2017";"122703";"Riehen";"315";"77";"946.00"
"2017";"122703";"Riehen";"315";"79";"5839.00"
"2017";"122703";"Riehen";"315";"81";"6268.00"
"2017";"122703";"Riehen";"315";"82";"17054.00"
"2017";"122703";"Riehen";"315";"96";"157.00"
"2017";"122703";"Riehen";"316";"02";"4131.00"
"2017";"122703";"Riehen";"316";"14";"8125.00"
"2017";"122703";"Riehen";"316";"21";"894673.00"
"2017";"122703";"Riehen";"316";"32";"67874.00"
"2017";"122703";"Riehen";"316";"34";"74135.00"
"2017";"122703";"Riehen";"316";"42";"800.00"
"2017";"122703";"Riehen";"316";"57";"1564.00"
"2017";"122703";"Riehen";"316";"61";"59333.00"
"2017";"122703";"Riehen";"316";"73";"112414.00"
"2017";"122703";"Riehen";"316";"77";"2989.00"
"2017";"122703";"Riehen";"316";"81";"4331.00"
"2017";"122703";"Riehen";"316";"82";"19767.00"
"2017";"122703";"Riehen";"316";"96";"95295.00"
"2017";"122703";"Riehen";"317";"01";"76730.00"
"2017";"122703";"Riehen";"317";"02";"7134.00"
"2017";"122703";"Riehen";"317";"16";"180.00"
"2017";"122703";"Riehen";"317";"21";"15584.00"
"2017";"122703";"Riehen";"317";"29";"660.00"
"2017";"122703";"Riehen";"317";"31";"1726.00"
"2017";"122703";"Riehen";"317";"32";"307.00"
"2017";"122703";"Riehen";"317";"34";"8987.00"
"2017";"122703";"Riehen";"317";"42";"206.00"
"2017";"122703";"Riehen";"317";"43";"464.00"
"2017";"122703";"Riehen";"317";"49";"252.00"
"2017";"122703";"Riehen";"317";"53";"512.00"
"2017";"122703";"Riehen";"317";"54";"455.00"
"2017";"122703";"Riehen";"317";"57";"5142.00"
"2017";"122703";"Riehen";"317";"61";"1618.00"
"2017";"122703";"Riehen";"317";"79";"9449.00"
"2017";"122703";"Riehen";"317";"82";"769.00"
"2017";"122703";"Riehen";"318";"91";"514014.00"
"2017";"122703";"Riehen";"319";"02";"32453.00"
"2017";"122703";"Riehen";"319";"21";"66957.00"
"2017";"122703";"Riehen";"319";"32";"6265.00"
"2017";"122703";"Riehen";"319";"33";"2045.00"
"2017";"122703";"Riehen";"319";"34";"1959.00"
"2017";"122703";"Riehen";"319";"42";"2595.00"
"2017";"122703";"Riehen";"319";"57";"3300.00"
"2017";"122703";"Riehen";"319";"61";"11444.00"
"2017";"122703";"Riehen";"319";"73";"2000.00"
"2017";"122703";"Riehen";"319";"82";"1000.00"
"2017";"122703";"Riehen";"337";"99";"5128394.00"
"2017";"122703";"Riehen";"338";"99";"469800.00"
"2017";"122703";"Riehen";"340";"96";"817398.00"
"2017";"122703";"Riehen";"341";"96";"-16754.00"
"2017";"122703";"Riehen";"343";"96";"659346.00"
"2017";"122703";"Riehen";"352";"02";"3220600.00"
"2017";"122703";"Riehen";"352";"21";"129600.00"
"2017";"122703";"Riehen";"352";"32";"380700.00"
"2017";"122703";"Riehen";"352";"34";"614300.00"
"2017";"122703";"Riehen";"352";"61";"604200.00"
"2017";"122703";"Riehen";"352";"73";"12800.00"
"2017";"122703";"Riehen";"352";"76";"478600.00"
"2017";"122703";"Riehen";"352";"77";"63300.00"
"2017";"122703";"Riehen";"352";"81";"205200.00"
"2017";"122703";"Riehen";"352";"82";"5200.00"
"2017";"122703";"Riehen";"352";"96";"1288900.00"
"2017";"122703";"Riehen";"352";"99";"1200000.00"
"2017";"122703";"Riehen";"362";"93";"5689459.00"
"2017";"122703";"Riehen";"363";"02";"4288.00"
"2017";"122703";"Riehen";"363";"21";"1898413.00"
"2017";"122703";"Riehen";"363";"29";"178745.00"
"2017";"122703";"Riehen";"363";"31";"300000.00"
"2017";"122703";"Riehen";"363";"32";"245022.00"
"2017";"122703";"Riehen";"363";"33";"8576.00"
"2017";"122703";"Riehen";"363";"34";"439168.00"
"2017";"122703";"Riehen";"363";"42";"8038238.00"
"2017";"122703";"Riehen";"363";"43";"472309.00"
"2017";"122703";"Riehen";"363";"49";"16529.00"
"2017";"122703";"Riehen";"363";"54";"2372949.00"
"2017";"122703";"Riehen";"363";"57";"19328556.00"
"2017";"122703";"Riehen";"363";"59";"700770.00"
"2017";"122703";"Riehen";"363";"61";"38690.00"
"2017";"122703";"Riehen";"363";"62";"2379500.00"
"2017";"122703";"Riehen";"363";"77";"12650.00"
"2017";"122703";"Riehen";"363";"79";"3041.00"
"2017";"122703";"Riehen";"363";"81";"43022.00"
"2017";"122703";"Riehen";"400";"91";"89758319.00"
"2017";"122703";"Riehen";"401";"91";"3835525.00"
"2017";"122703";"Riehen";"402";"91";"2631471.00"
"2017";"122703";"Riehen";"403";"91";"116000.00"
"2017";"122703";"Riehen";"421";"02";"36228.00"
"2017";"122703";"Riehen";"421";"14";"48839.00"
"2017";"122703";"Riehen";"421";"72";"60100.00"
"2017";"122703";"Riehen";"421";"79";"46500.00"
"2017";"122703";"Riehen";"424";"02";"63335.00"
"2017";"122703";"Riehen";"424";"14";"3165.00"
"2017";"122703";"Riehen";"424";"21";"163244.00"
"2017";"122703";"Riehen";"424";"31";"61023.00"
"2017";"122703";"Riehen";"424";"32";"58579.00"
"2017";"122703";"Riehen";"424";"33";"2043008.00"
"2017";"122703";"Riehen";"424";"34";"485418.00"
"2017";"122703";"Riehen";"424";"42";"515.00"
"2017";"122703";"Riehen";"424";"61";"962441.00"
