"jahr";"nr";"gemeinde";"konto";"funktion";"betrag"
"2015";"091706";"Oberägeri";"100";"";"4675019.09"
"2015";"091706";"Oberägeri";"101";"";"9716163.19"
"2015";"091706";"Oberägeri";"102";"";"7920.05"
"2015";"091706";"Oberägeri";"104";"";"34785.50"
"2015";"091706";"Oberägeri";"107";"";"6382700.00"
"2015";"091706";"Oberägeri";"108";"";"16225778.85"
"2015";"091706";"Oberägeri";"140";"";"16401360.56"
"2015";"091706";"Oberägeri";"200";"";"8899742.89"
"2015";"091706";"Oberägeri";"204";"";"684109.75"
"2015";"091706";"Oberägeri";"205";"";"220000.00"
"2015";"091706";"Oberägeri";"206";"";"20000000.00"
"2015";"091706";"Oberägeri";"209";"";"8423.30"
"2015";"091706";"Oberägeri";"290";"";"5394039.82"
"2015";"091706";"Oberägeri";"294";"";"9426556.61"
"2015";"091706";"Oberägeri";"296";"";"5157881.00"
"2015";"091706";"Oberägeri";"299";"";"3652973.87"
"2015";"091706";"Oberägeri";"300";"01";"421291.25"
"2015";"091706";"Oberägeri";"300";"11";"9833.35"
"2015";"091706";"Oberägeri";"300";"14";"11074.30"
"2015";"091706";"Oberägeri";"300";"77";"943.00"
"2015";"091706";"Oberägeri";"301";"02";"1660789.30"
"2015";"091706";"Oberägeri";"301";"14";"934143.25"
"2015";"091706";"Oberägeri";"301";"15";"224611.00"
"2015";"091706";"Oberägeri";"301";"21";"827264.05"
"2015";"091706";"Oberägeri";"301";"53";"19985.00"
"2015";"091706";"Oberägeri";"301";"54";"177370.95"
"2015";"091706";"Oberägeri";"301";"57";"325395.15"
"2015";"091706";"Oberägeri";"301";"61";"552076.10"
"2015";"091706";"Oberägeri";"301";"71";"205593.50"
"2015";"091706";"Oberägeri";"301";"72";"105740.00"
"2015";"091706";"Oberägeri";"301";"83";"1551.30"
"2015";"091706";"Oberägeri";"301";"96";"7531.85"
"2015";"091706";"Oberägeri";"302";"21";"9013282.85"
"2015";"091706";"Oberägeri";"303";"21";"43712.65"
"2015";"091706";"Oberägeri";"305";"01";"69450.40"
"2015";"091706";"Oberägeri";"305";"02";"302269.25"
"2015";"091706";"Oberägeri";"305";"11";"236.10"
"2015";"091706";"Oberägeri";"305";"14";"166004.80"
"2015";"091706";"Oberägeri";"305";"15";"13313.00"
"2015";"091706";"Oberägeri";"305";"21";"1995841.39"
"2015";"091706";"Oberägeri";"305";"53";"3527.00"
"2015";"091706";"Oberägeri";"305";"54";"29615.70"
"2015";"091706";"Oberägeri";"305";"57";"57988.40"
"2015";"091706";"Oberägeri";"305";"61";"109430.31"
"2015";"091706";"Oberägeri";"305";"71";"35711.90"
"2015";"091706";"Oberägeri";"305";"72";"18660.00"
"2015";"091706";"Oberägeri";"305";"77";"1.75"
"2015";"091706";"Oberägeri";"305";"96";"940.15"
"2015";"091706";"Oberägeri";"306";"53";"23472.50"
"2015";"091706";"Oberägeri";"309";"01";"6005.00"
"2015";"091706";"Oberägeri";"309";"02";"60519.62"
"2015";"091706";"Oberägeri";"309";"11";"750.00"
"2015";"091706";"Oberägeri";"309";"14";"2844.50"
"2015";"091706";"Oberägeri";"309";"15";"57644.07"
"2015";"091706";"Oberägeri";"309";"21";"134700.38"
"2015";"091706";"Oberägeri";"309";"54";"3941.70"
"2015";"091706";"Oberägeri";"309";"57";"6209.80"
"2015";"091706";"Oberägeri";"309";"61";"11010.35"
"2015";"091706";"Oberägeri";"309";"71";"2323.60"
"2015";"091706";"Oberägeri";"310";"01";"103248.20"
"2015";"091706";"Oberägeri";"310";"02";"36231.59"
"2015";"091706";"Oberägeri";"310";"11";"1206.95"
"2015";"091706";"Oberägeri";"310";"14";"481.85"
